ScheduledInspectionDate,InspectionID,InspectionSearchID,PropertyType,PropertyID,PropertyName,PropertyStreetAddress,CityState,PropertyZip
2025-04-08 00:00:00,INSP-30606,30606,MFH,800004893,MAGNOLIA MANOR OF,200 Pierce AVE,"MACON, GA",31204
2025-03-13 00:00:00,INSP-30597,30597,MFH,800000336,MAGNOLIA PLACE,124 North Ann Street,"MOBILE, AL",36604
2025-05-07 00:00:00,INSP-31882,31882,PIH,IL002117000,Mahalia Place,109 East 43rd Street,"Chicago, IL",60653
2025-03-11 00:00:00,INSP-33871,33871,MFH,800226204,Mahalo Homes,7252 Pommel Drive,"Sykesville, MD",21784
2025-06-23 00:00:00,INSP-32907,32907,MFH,800224096,Maher Homes,204 Ashfield Ct,"FREDERICK, MD",21702
2025-05-06 00:00:00,INSP-33821,33821,MFH,800018636,MAHONING TOWERS,300 E MAHONING ST,"PUNXSUTAWNEY, PA",15767
2025-06-25 00:00:00,INSP-33969,33969,MFH,800023151,Main Street,6020 W MAIN ST,"MILWAUKEE, WI",53214
2025-02-24 00:00:00,INSP-30925,30925,MFH,800066071,MAISON DE RAYNE,610 Sunrise St,"Rayne, LA",70578
,INSP-32603,32603,PIH,IN002001001,MAJOR BOWMAN TERRACE,501 Hart Street,"Vincennes, IN",47591
2025-03-31 00:00:00,INSP-34251,34251,MFH,800011874,Mallory Place,1201 S Miami Ave,"MARSHALL, MO",65340
2025-04-28 00:00:00,INSP-32175,32175,MFH,800219965,MALM MANOR,156 Broadway,"PAWTUCKET, RI",02860
,INSP-33589,33589,PIH,MA002000290,MALONE APARTMENTS,11 Gordon Street,"Hyde Park, MA",02136
2025-05-08 00:00:00,INSP-34433,34433,MFH,800005154,MALULANI HALE,114 N KUAKINI ST,"HONOLULU, HI",96817
2025-09-10 00:00:00,INSP-32155,32155,MFH,800009692,MALVERN BELMONT,80 MOUNT DESERT ST,"BAR HARBOR, ME",04609
2025-04-11 00:00:00,INSP-34192,34192,MFH,800004268,MANDARIN TRACE,3960 OLD SUNBEAM RD,"JACKSONVILLE, FL",32257
2025-06-09 00:00:00,INSP-32508,32508,MFH,800009012,MANDELA  HOMES,10 HAMMOND STREET,"ROXBURY, MA",02120
2025-05-21 00:00:00,INSP-33372,33372,MFH,800015442,MANHATTAN AVENUE,127 Dupont ST,"Brooklyn, NY",11222
2025-08-20 00:00:00,INSP-32462,32462,MFH,800001900,MANHATTAN GARDENS,1424 S MANHATTAN PL,"LOS ANGELES, CA",90019
2025-04-22 00:00:00,INSP-30716,30716,MFH,800023636,Manor  House,624 Johnstown Rd,"BECKLEY, WV",25801
2025-07-07 00:00:00,INSP-34089,34089,MFH,800016881,MANOR APARTMENTS,1103 Danner Avenue,"DAYTON, OH",45408
2025-05-30 00:00:00,INSP-33853,33853,MFH,800058909,MANOR GLEN,8403 Roosevelt Blvd,"Philadelphia, PA",19152
2025-04-01 00:00:00,INSP-33210,33210,MFH,800211548,Manor House,5905 Manor Rd,"AUSTIN, TX",78723
2025-07-08 00:00:00,INSP-33888,33888,MFH,800008651,MAPLE COMMONS,60 SCHOOL ST,"SPRINGFIELD, MA",01105
2025-04-02 00:00:00,INSP-33268,33268,MFH,800007297,MAPLE GROVE,513 Iowa St,"Hiawatha, KS",66434
2025-06-30 00:00:00,INSP-32602,32602,PIH,IL084000004,MAPLE MANOR APARTMENT,250 S Main Street,"CANTON, IL",61520
2025-03-04 00:00:00,INSP-33989,33989,MFH,800224701,MAPLE POINTE,150 West Maple,"Chicago, IL",60610
2025-04-10 00:00:00,INSP-33937,33937,MFH,800006115,Maple Ridge,3700 5th Street,"ROCK ISLAND, IL",61201
2025-03-28 00:00:00,INSP-33317,33317,MFH,800011081,MAPLE RIDGE MANOR,314 UNUMB CT,"ALEXANDRIA, MN",56308
2025-06-03 00:00:00,INSP-31868,31868,PIH,GA144000001,MAPLE SQUARE APTS,"103 Cheney Pkwy, POBox 675","WASHINGTON, GA",30673
2025-04-10 00:00:00,INSP-30763,30763,MFH,800022259,Maple Street,36 Maple St,"Hardwick, VT",05843
2025-02-26 00:00:00,INSP-33373,33373,MFH,800015452,MAPLE TERRACE,55 MAPLE AVE,"NEW ROCHELLE, NY",10801
,INSP-32032,32032,PIH,WI057000001,MAPLE VIEW APTS,416 S 1ST Street,"LUCK, WI",54853
2025-05-13 00:00:00,INSP-33833,33833,MFH,800021707,MAPLE WOOD,2027 Lauderdale Dr,"RICHMOND, VA",23238
2025-05-07 00:00:00,INSP-31004,31004,MFH,800005369,Mapleleaf,704 E Mapleleaf Dr,"Mount Pleasant, IA",52641
2025-05-07 00:00:00,INSP-32160,32160,MFH,800013831,Mapleleaf Village,10 Center Rd,"Hillsboro, NH",03244
2025-06-10 00:00:00,INSP-34024,34024,MFH,800018116,"MAPLES, THE",1136 SE Maple St,"Hillsboro, OR",97123
2025-03-27 00:00:00,INSP-32911,32911,MFH,800003452,MAPLEVIEW,51 GROVE ST,"STAMFORD, CT",06901
2025-07-09 00:00:00,INSP-34113,34113,MFH,800224539,MAPLEVIEW,415 Graham St,"Cassopolis, MI",49031
2025-07-08 00:00:00,INSP-34447,34447,MFH,800217588,Mar Vista House,4602 Allende Ave,"OCEANSIDE, CA",92057
2025-04-10 00:00:00,INSP-30605,30605,MFH,800004855,MARC Resources IV,1612 Jefferson Road,"MACON, GA",31210
2025-07-07 00:00:00,INSP-32239,32239,MFH,800022618,MARCUS PLACE,203 N LAKE ST,"COLFAX, WA",99111
2025-03-18 00:00:00,INSP-34130,34130,MFH,800000682,Margaret Fowler,500 E 2nd St,"Mc Crory, AR",72101
2025-04-08 00:00:00,INSP-30958,30958,MFH,800232586,MARGARET MANOR,2805 N. Union,"Shawnee, OK",74804
2025-04-04 00:00:00,INSP-30809,30809,MFH,800222537,MARGARET STREET,501 S Margaret St,"JOLIET, IL",60436
2025-06-11 00:00:00,INSP-30558,30558,PIH,MA016000001,Margolis-Scrivano-Mace Apartments,260  54 Locke Street Avenue,"CHELSEA, MA",02150
2025-06-12 00:00:00,INSP-32592,32592,PIH,IL002072000,Maria Diaz Martinez Apartments,2111 N HALSTED Street,"Chicago, IL",60614
2025-04-02 00:00:00,INSP-32404,32404,MFH,800015462,MARIA ISABEL,787 E 149 ST,"BRONX, NY",10455
2025-07-07 00:00:00,INSP-31102,31102,MFH,800001908,Maria Manor,174 Ellis St,"SAN FRANCISCO, CA",94102
2025-03-27 00:00:00,INSP-33516,33516,PIH,CA002000005,MARINA MANOR I,3401  VIA DOLCE,"MARINA DEL REY, CA",90292
2025-04-25 00:00:00,INSP-33102,33102,MFH,800010320,MARINERS COURT,2620 EAST RICK DRIVE,"PORT HURON, MI",48060
2025-03-03 00:00:00,INSP-32200,32200,MFH,800222719,MARION CORNER,310 Walnut Street,"QUINCY, IL",62321
2025-06-13 00:00:00,INSP-30535,30535,PIH,CO001000068,Mariposa Phase II Apartments,1011 NAVAJO ST,"DENVER, CO",80204
2025-06-09 00:00:00,INSP-30537,30537,PIH,CO001000072,Mariposa Phase III Apartments,1295 W 10TH AVE,"DENVER, CO",80204
2025-06-16 00:00:00,INSP-31995,31995,PIH,OH015000054,MARK C. PETTY PLAZA,115  KNAPP Drive,"HAMILTON, OH",45013
2025-04-14 00:00:00,INSP-32168,32168,MFH,800112311,MARK ROAD,8 Mark Road,"BEVERLY, MA",01915
2025-08-01 00:00:00,INSP-30876,30876,MFH,800016897,MARKET PLACE,232 N COLE ST,"LIMA, OH",45805
2025-04-14 00:00:00,INSP-33638,33638,PIH,OH004000218,MARQUETTE MANOR,1999  SUTTER Avenue,"CINCINNATI, OH",45225
2025-03-24 00:00:00,INSP-33811,33811,MFH,800018354,MARSHALL DEFORREST,900 Mifflin Street,"HUNTINGDON, PA",16652
2025-03-06 00:00:00,INSP-30688,30688,MFH,800252569,Martin Heights,134 E Heights Dr,"Martin, TN",38237
2025-06-16 00:00:00,INSP-33483,33483,MFH,800211760,Martin House,1262 Via Encinos Drive,"FALLBROOK, CA",92028
2025-07-30 00:00:00,INSP-33446,33446,MFH,800001925,Martinelli House,1327 LINCOLN AVE,"SAN RAFAEL, CA",94901
,INSP-33559,33559,PIH,GA160000002,MARY B. TERRY HOMES,112  Memorial Terrace Road,"WARNER ROBINS, GA",31093
2025-04-17 00:00:00,INSP-33374,33374,MFH,800015472,MARY D BUCK,10 CLINTON ST,"WHITESBORO, NY",13492
2025-07-09 00:00:00,INSP-33586,33586,PIH,MA002000123,MARY ELLEN MCCORMACK,10  KEMP Street,"SOUTH BOSTON, MA",02127
2025-08-04 00:00:00,INSP-32590,32590,PIH,IL002055000,Mary Hartwell Catherwood Apartments,3940 N CLARK STREET,"Chicago, IL",60613
2025-04-10 00:00:00,INSP-32381,32381,MFH,800003862,MARYDALE,132 Jeandell DR,"NEWARK, DE",19713
2025-02-27 00:00:00,INSP-32852,32852,MFH,800018652,MARYVALE APTS.,2543 W 8TH ST,"ERIE, PA",16505
2025-03-28 00:00:00,INSP-34246,34246,MFH,800011724,MARYVILLE GARDENS,4257 Nebraska Ave,"Saint Louis, MO",63111
2025-03-18 00:00:00,INSP-30659,30659,MFH,800020337,MARYVILLE TOWERS,210 MCGHEE ST,"MARYVILLE, TN",37801
,INSP-33504,33504,PIH,AL001000040,MASON CITY I,14th Way SW,"BIRMINGHAM, AL",35211
2025-04-18 00:00:00,INSP-33505,33505,PIH,AL001000042,MASON CITY III,1513 Arthur Shores Drive,"BIRMINGHAM, AL",35211
2025-02-25 00:00:00,INSP-30751,30751,MFH,800008659,MASON PLACE,80 MASON ST,"BOSTON, MA",02111
2025-05-27 00:00:00,INSP-33653,33653,PIH,PA007000017,Matopos Hills Senior Apartments,925 John Street,"CHESTER, PA",19013
2025-05-05 00:00:00,INSP-30790,30790,MFH,800006130,Mattoon Towers,90 PRAIRIE AVE,"MATTOON, IL",61938
2025-07-07 00:00:00,INSP-34131,34131,MFH,800000685,MATURE LIVING OF,500 Dorton St,"Bay, AR",72411
2025-04-16 00:00:00,INSP-32623,32623,PIH,MA002002122,Maverick Landing Phase II,119 Sumner Street,"EAST BOSTON, MA",02128
,INSP-33591,33591,PIH,MA002002123,Maverick Landing Phase III,"21 Maverick Street, N/A","EAST BOSTON, MA",02128
2025-04-25 00:00:00,INSP-32624,32624,PIH,MA002002124,Maverick Landing Phase IV,"51 Maverick Street, N/A","EAST BOSTON, MA",02128
2025-05-28 00:00:00,INSP-33529,33529,PIH,CT026000001,MAYFAIR GARDENS,211 N MAIN Street,"MANCHESTER, CT",06042
2025-04-01 00:00:00,INSP-34326,34326,MFH,800014255,MAYWOOD GROUP HOME,182 Prospect Avenue,"MAYWOOD, NJ",07607
2025-04-17 00:00:00,INSP-32289,32289,MFH,800017660,MCALESTER PLAZA,15 E WASHINGTON ST,"MCALESTER, OK",74501
2025-03-18 00:00:00,INSP-33801,33801,MFH,800009343,MCARC Randolph Rd,1600 E RANDOLPH RD,"SILVER SPRING, MD",20904
2025-02-28 00:00:00,INSP-33890,33890,MFH,800008842,MCBRIDE HOUSE,74 QUEENSBERRY STREET,"BOSTON, MA",02215
2025-07-31 00:00:00,INSP-32221,32221,MFH,800017992,MCCARTHY PLACE,959 NE 165TH AVE,"PORTLAND, OR",97230
2025-03-26 00:00:00,INSP-34090,34090,MFH,800016912,MCCONNEL MANOR,43 N NINTH ST,"MCCONNELSVILLE, OH",43756
2025-05-16 00:00:00,INSP-33280,33280,MFH,800011729,MCCRARY CIRCLE II,200 McCrary Cir,"El Dorado Springs, MO",64744
2025-06-09 00:00:00,INSP-31903,31903,PIH,LA006000013,MCKEEN PLAZA I,1500 MCKEEN Place,"MONROE, LA",71201
2025-03-27 00:00:00,INSP-30866,30866,MFH,800010332,MCKINLEY APTS,5040 MCKINLEY ST,"Elkton, MI",48731
2025-04-16 00:00:00,INSP-33917,33917,MFH,800112315,MCLAUGHLIN HOUSE,333 Park Street,"NORTH READING, MA",01864
,INSP-33192,33192,MFH,800021087,McMullen Square,537 N General McMullen Dr,"San Antonio, TX",78228
2025-03-10 00:00:00,INSP-30833,30833,MFH,800017980,ME RE CENTER,12309 SE BUSH ST,"PORTLAND, OR",97266
,INSP-34297,34297,MFH,800023167,MEADOW CREEK,1119 Roseland Dr.,"KEWASKUM, WI",53040
2025-03-24 00:00:00,INSP-32855,32855,MFH,800018738,MEADOW GLEN,401 E SUMMIT AVE,"TELFORD, PA",18969
2025-04-28 00:00:00,INSP-33375,33375,MFH,800015482,Meadow Park,85 Fair ST,"DEPOSIT, NY",13754
2025-07-03 00:00:00,INSP-33078,33078,MFH,800022628,Meadow Park Garden,5704 Hannah Pierce Rd W,"UNIVERSITY PLACE, WA",98467
2025-03-13 00:00:00,INSP-32231,32231,MFH,800019968,MEADOW VIEW MANOR,508 N BIRCH ST,"AVON, SD",57315
2025-03-05 00:00:00,INSP-34471,34471,MFH,800022264,MEADOWLANE,36 VILLEMAIRE LANE,"Milton, VT",05468
2025-08-13 00:00:00,INSP-33091,33091,MFH,800219956,MEADOWLARK,13630 Garden Meadow Dr,"OREGON CITY, OR",97045
2025-06-04 00:00:00,INSP-30851,30851,MFH,800077240,Meadowood Glen II,1183 E 3rd Ave,"POST FALLS, ID",83854
2025-05-21 00:00:00,INSP-32207,32207,MFH,800003095,MEADOWS TOWNHOUSES,1105 Mountainview Ave,"Fort Lupton, CO",80621
2025-05-27 00:00:00,INSP-32778,32778,MFH,800013225,"MEADOWS,  THE",106 Meadow Ln,"RAEFORD, NC",28376
2025-03-21 00:00:00,INSP-30648,30648,MFH,800012983,MEADOWVIEW,1369 NC HWY 86 N,"YANCEYVILLE, NC",27379
2025-03-25 00:00:00,INSP-32212,32212,MFH,800005609,MEADOWVIEW,375 Farnsworth Way,"RIGBY, ID",83442
2025-08-15 00:00:00,INSP-33700,33700,MFH,800000349,MEADOWVIEW APTS.,950 SPRING RUN DRIVE,"FAIRHOPE, AL",36532
2025-09-10 00:00:00,INSP-33447,33447,MFH,800001948,Meadowview II,150 NUEVO RD,"PERRIS, CA",92571
,INSP-33699,33699,MFH,800000348,MEADOWWOOD APTS,200 Dundee Rd,"Boaz, AL",35957
2025-04-16 00:00:00,INSP-34183,34183,MFH,800250478,MEDANO HEIGHTS,7801 Medano Drive,"EL PASO, TX",79912
,INSP-30988,30988,MFH,800019678,MEDICAL PARK MANOR,200 WA REEL DR,"EDGEFIELD, SC",29824
2025-04-30 00:00:00,INSP-32923,32923,MFH,800008672,MEI WAH VILLAGE,10 MAPLE PLACE,"BOSTON, MA",02111
2025-04-09 00:00:00,INSP-32905,32905,MFH,800222564,MELON SUPPD INDEP,3616-3626 MELON ST,"Philadelphia, PA",19104
2025-05-22 00:00:00,INSP-33995,33995,MFH,800246634,MENARD COUNTY,209 E Sheridan Rd,"PETERSBURG, IL",62675
2025-06-26 00:00:00,INSP-33488,33488,MFH,800240208,Mendota RAD,101 Straw Street,"MENDOTA, CA",93640
2025-03-05 00:00:00,INSP-30528,30528,PIH,CA028000004,MENDOZA TERRACE-FIREBAUGH,1613  MENDOZA Drive,"FIREBAUGH, CA",93622
2025-05-05 00:00:00,INSP-33448,33448,MFH,800001957,MENORAH TERRACE,1123 N Fuller Ave,"WEST HOLLYWOOD, CA",90046
2025-03-26 00:00:00,INSP-31038,31038,MFH,800011073,MERCY MANOR,334 Golf View Dr,"ALBANY, MN",56307
2025-03-26 00:00:00,INSP-34305,34305,MFH,800221540,Mercy Manor II,334 Golf View Drive,"ALBANY, MN",56307
2025-03-28 00:00:00,INSP-33294,33294,MFH,800013645,MERCY NORTHGLEN,1501 Knox St,"Lincoln, NE",68521
2025-08-06 00:00:00,INSP-32463,32463,MFH,800001964,Mercy Riverside,460 Main St,"Red Bluff, CA",96080
2025-05-08 00:00:00,INSP-32138,32138,MFH,800003467,MERIDIAN TOWER,52 Sheila Court,"BRISTOL, CT",06010
2025-04-16 00:00:00,INSP-34112,34112,MFH,800221577,MERISSA MANOR,371 S Delaware St,"MOUNT GILEAD, OH",43338
2025-03-12 00:00:00,INSP-32499,32499,MFH,800004757,Merrimac Village,1000 N. Merrimac DR,"Fitzgerald, GA",31750
2025-03-25 00:00:00,INSP-33970,33970,MFH,800023180,MESSNER MANOR,N90 W17421 ST FRANCIS DR,"MENOMONEE FALLS, WI",53051
2025-02-21 00:00:00,INSP-31149,31149,MFH,800222890,MHPI XII- SPENCER,195 Main Street,"Spencer, MA",01562
2025-02-18 00:00:00,INSP-34132,34132,MFH,800000696,MICHAEL T. O'BRIEN,1501 N LOOP RD,"JACKSONVILLE, AR",72076
2025-04-01 00:00:00,INSP-31132,31132,MFH,800224871,Michalowski House,6205 Alverton Dr,"CARLSBAD, CA",92009
,INSP-33878,33878,MFH,800256249,MID CITY,2025 - 2029 Chestnut Street,"Philadelphia, PA",19103
2025-03-04 00:00:00,INSP-34209,34209,MFH,800019686,MID-CAROLINA,3218 BLOSSOM ST,"COLUMBIA, SC",29205
2025-08-21 00:00:00,INSP-33124,33124,MFH,800016927,MIDDLEFAIR,1551 Jackson Ln,"MIDDLETOWN, OH",45044
2025-06-25 00:00:00,INSP-31997,31997,PIH,OH015000057,MIDDLETOWN ESTATES,4110  4110 HAMILTON MIDDLETOWN RD Road,"HAMILTON, OH",45011
2025-06-04 00:00:00,INSP-33410,33410,MFH,800235730,Middletown Homes,55 Middletown Ave,"MIDDLETOWN, NJ",07716
2025-05-08 00:00:00,INSP-33262,33262,MFH,800005379,Midtown Gardens,61 Midtown Ln,"Burlington, IA",52601
2025-04-04 00:00:00,INSP-34247,34247,MFH,800011741,MIDTOWN HOMES,100 N Oak Street,"MANSFIELD, MO",65704
2025-04-30 00:00:00,INSP-34403,34403,MFH,800001971,Midtown Manor,528 W 50TH ST,"LOS ANGELES, CA",90037
2025-03-26 00:00:00,INSP-33822,33822,MFH,800018670,MIDTOWN TOWERS,643 LIBERTY AVE,"PITTSBURGH, PA",15222
2025-05-06 00:00:00,INSP-30709,30709,MFH,800021946,Midway Manor,100 RIDGE ST,"CHARLOTTESVILLE, VA",22902
2025-05-06 00:00:00,INSP-33938,33938,MFH,800006145,MIDWAY PLAISANCE,731 E. 60th Street,"Chicago, IL",60637
2025-03-24 00:00:00,INSP-30884,30884,MFH,800061679,MILHAM PARKSIDE,20 LEONA AVE,"KALAMAZOO, MI",49001
2025-05-05 00:00:00,INSP-32940,32940,MFH,800009703,Mill Cove,10 Soule St,"South Portland, ME",04106
2025-07-10 00:00:00,INSP-32924,32924,MFH,800008693,MILL HOLLOW,133 JABISH ST,"BELCHERTOWN, MA",01007
2025-06-11 00:00:00,INSP-32371,32371,MFH,800011103,MILL POND VIEW,101 E MILL AVE,"PELICAN RAPIDS, MN",56572
2025-03-11 00:00:00,INSP-32510,32510,MFH,800019373,MILL RIVER,151 LIBERTY ST,"CENTRAL FALLS, RI",02863
2025-07-23 00:00:00,INSP-33939,33939,MFH,800006150,MILL STREET,703-A3 S RAWLINGS ST,"CARBONDALE, IL",62901
2025-04-30 00:00:00,INSP-33839,33839,MFH,800021958,MILL WOODS APTS,6224 OLD MILL RD,"LYNCHBURG, VA",24502
2025-04-24 00:00:00,INSP-33396,33396,MFH,800212854,Millennium Place,5500 Sheridan Drive,"AMHERST, NY",14221
2025-03-11 00:00:00,INSP-30723,30723,MFH,800214916,MILLER AVENUE,1600 Miller Avenue,"DUQUESNE, PA",15110
2025-07-07 00:00:00,INSP-33770,33770,MFH,800223487,Miller Park,52nd Street,"MERIDIAN, MS",39303
2025-06-02 00:00:00,INSP-34161,34161,MFH,800070538,Mills Center,3216 E Moore Ave,"SEARCY, AR",72143
2025-06-11 00:00:00,INSP-33637,33637,PIH,OH004000217,MILLVALE - NORTH,3357  BEEKMAN Street,"CINCINNATI, OH",45223
2025-08-27 00:00:00,INSP-32464,32464,MFH,800001979,MILWOOD APTS,6922 MILWOOD AVE,"CANOGA PARK, CA",91303
2025-06-24 00:00:00,INSP-32240,32240,MFH,800022634,MINE HILL,245 SW Clark St,"ISSAQUAH, WA",98027
2025-05-08 00:00:00,INSP-34382,34382,MFH,800000952,Miraflores,4011 N 1ST AVE,"TUCSON, AZ",85719
2025-02-20 00:00:00,INSP-33254,33254,MFH,800219568,MIRCI Group Home,581 Beckman Rd,"COLUMBIA, SC",29203
2025-08-08 00:00:00,INSP-34298,34298,MFH,800023189,MIRMAR APARTMENTS,1240 University Ave.,"Green Bay, WI",54302
2025-06-17 00:00:00,INSP-33057,33057,MFH,800019975,MISSOURI VIEW,2511 E IRWIN ST,"PIERRE, SD",57501
,INSP-32587,32587,PIH,GA105000105,MIZE COURT APTS/SYCAMORE APTS,"P.O. Box 217, POBox 217","GREENSBORO, GA",30642
2025-04-28 00:00:00,INSP-32615,32615,PIH,MA002000240,MLK TOWERS,280 M.L.K. Jr Blvd,"BOSTON, MA",02119
2025-07-03 00:00:00,INSP-32730,32730,MFH,800000355,MOBILE COMMUNITY,7256 Old Military Road,"MOBILE, AL",36605
2025-03-17 00:00:00,INSP-31027,31027,MFH,800221740,MOHR PLACE I,6950 W Shade Ln,"Wichita, KS",67212
2025-02-20 00:00:00,INSP-30942,30942,MFH,800219599,MOLLIE WISE II,871 Robinson Bridge Rd,"Woodworth, LA",71485
2025-03-07 00:00:00,INSP-32951,32951,MFH,800013840,Monadnock Village,5 Monadnock Vlg,"Colebrook, NH",03576
,INSP-32735,32735,MFH,800000469,Monarch Ridge,2969 -4 GALLANT DR,"BIRMINGHAM, AL",35215
2025-06-20 00:00:00,INSP-31919,31919,PIH,MD002000102,MONASTERY GARDENS,141 Thomas Guidera Circle Avenue,"BALTIMORE, MD",21229
2025-05-28 00:00:00,INSP-33449,33449,MFH,800001996,Mono Hilltop Manor,750 MONO ST,"Fresno, CA",93706
,INSP-31973,31973,PIH,NJ015000004,MONROE & ADAMS GRDNS,220  ADAMS Street,"HOBOKEN, NJ",07030
2025-06-12 00:00:00,INSP-33170,33170,MFH,800008108,MONROE ELDERLY,100 Rowan Cir,"MONROE, LA",71202
2025-03-06 00:00:00,INSP-33911,33911,MFH,800022269,MONROE PLACE,29 N Champlain St,"Burlington, VT",05401
2025-08-15 00:00:00,INSP-32333,32333,MFH,800019169,MONSERRATE TOWER,2 Condominio Monserrate Towers,"CAROLINA, PR",00983
2025-04-08 00:00:00,INSP-32405,32405,MFH,800015520,MONSIGNOR ALEXIUS,268 Bedford Ave,"Brooklyn, NY",11211
2025-07-18 00:00:00,INSP-32554,32554,PIH,DC001001440,MONTANA TERRACE,1625 MONTANA Avenue NE,"WASHINGTON, DC",20018
2025-08-18 00:00:00,INSP-33173,33173,MFH,800014592,MONTE VISTA,500 MOUNTAIN VIEW DR,"LAS VEGAS, NM",87701
2025-04-23 00:00:00,INSP-34457,34457,MFH,800232768,Monterey Villa,233 Ford Rd,"SAN JOSE, CA",95138
2025-04-17 00:00:00,INSP-31959,31959,PIH,NJ002002080,Montgomery Height-I,671 M L KING BLVD,"NEWARK, NJ",07103
2025-02-25 00:00:00,INSP-30618,30618,MFH,800007766,Montgomery Square,1376 Indian Mound Dr,"Mount Sterling, KY",40353
2025-06-25 00:00:00,INSP-31920,31920,PIH,MD002000104,MONTPELIER,2801 Homewood Ave,"BALTIMORE, MD",21218
2025-02-18 00:00:00,INSP-30817,30817,MFH,800003190,MONUMENT RIDGE,2680 B 1/2 Rd,"GRAND JUNCTION, CO",81503
2025-08-29 00:00:00,INSP-34091,34091,MFH,800016938,MORCHESTER VILLA,1825 MIDDLE BELLVILLE RD,"MANSFIELD, OH",44904
,INSP-34117,34117,MFH,800249520,MORGAN APARTMENTS,2 E McMicken Ave,"CINCINNATI, OH",45202
2025-04-16 00:00:00,INSP-32372,32372,MFH,800011111,MORGAN PARK,8901 EDWARD ST,"DULUTH, MN",55808
2025-05-20 00:00:00,INSP-32465,32465,MFH,800002009,MORGAN TOWERS,1415 D  AVENUE,"NATIONAL CITY, CA",91950
2025-04-10 00:00:00,INSP-30674,30674,MFH,800221295,Morning Glory,110 E D St,"Butner, NC",27509
2025-05-22 00:00:00,INSP-33376,33376,MFH,800015528,MORNINGSIDE,410 Cathedral Parkway,"New York, NY",10025
2025-03-21 00:00:00,INSP-33852,33852,MFH,800024118,Morris Road,1360 Morris Rd.  S.E.,"WASHINGTON, DC",20020
2025-05-21 00:00:00,INSP-30941,30941,MFH,800219439,MOSAIC HOUSING,811 SEVILLE LOOP,"GRANTS, NM",87020
2025-07-08 00:00:00,INSP-30949,30949,MFH,800223969,MOSAIC HOUSING XVI,4701 Hilltop Court,"Farmington, NM",87402
,INSP-30591,30591,PIH,VA007000008,MOSBY CT,1543  COALTER Street,"RICHMOND, VA",23223
2025-03-10 00:00:00,INSP-33085,33085,MFH,800024090,Moses Lake Estates,845 E HILL AVENUE,"MOSES LAKE, WA",98837
,INSP-32823,32823,MFH,800250100,Mosley on 6th aka,800 S 6th St,"NASHVILLE, TN",37206
2025-03-07 00:00:00,INSP-31008,31008,MFH,800007312,MOUND VALLEY,110 W 3rd St,"Mound Valley, KS",67354
2025-05-09 00:00:00,INSP-31018,31018,MFH,800069322,Moundview Manor,2501 Highway 13,"MARION, IA",52302
2025-04-18 00:00:00,INSP-33899,33899,MFH,800009712,MOUNT DAVID,73 Pine St,"LEWISTON, ME",04240
,INSP-32748,32748,MFH,800004863,MOUNT ZION,2445 Amsterdam Dr,"AUGUSTA, GA",30906
2025-06-04 00:00:00,INSP-32994,32994,MFH,800006878,MOUNT ZION,3655 BOULEVARD PL,"INDIANAPOLIS, IN",46208
2025-08-27 00:00:00,INSP-32633,32633,PIH,MA022000004,MOUNTAIN AVE,120  MOUNTAIN Avenue,"MALDEN, MA",02148
2025-06-06 00:00:00,INSP-32775,32775,MFH,800012972,MOUNTAIN PLACE,501 Mountain Pl,"MOUNT AIRY, NC",27030
2025-04-18 00:00:00,INSP-33848,33848,MFH,800023647,Mountain Terrace,WV ROUTE 3,"WHITESVILLE, WV",25209
2025-03-13 00:00:00,INSP-30702,30702,MFH,800018690,Mountain Valley,225 E PITT ST,"BEDFORD, PA",15522
2025-05-28 00:00:00,INSP-32128,32128,MFH,800213010,MOUNTAIN VIEW,375 Lions Park Dr,"Mc Connellsburg, PA",17233
2025-08-26 00:00:00,INSP-33023,33023,MFH,800003111,MOUNTAIN VIEW,311 WASHINGTON ST,"MONTE VISTA, CO",81144
2025-05-02 00:00:00,INSP-33046,33046,MFH,800017987,MOUNTAIN VIEW,76365-1 FERN ST,"OAKRIDGE, OR",97463
2025-08-11 00:00:00,INSP-33450,33450,MFH,800002018,MOUNTAIN VIEW,2130 Smith Lane,"FORTUNA, CA",95540
2025-03-25 00:00:00,INSP-31092,31092,MFH,800001091,MOUNTAIN VIEW APTS,488 E 15TH ST,"BEAUMONT, CA",92223
2025-06-25 00:00:00,INSP-33065,33065,MFH,800021618,MOUNTAIN VIEW APTS,677 S 200 E,"Brigham City, UT",84302
2025-03-10 00:00:00,INSP-34302,34302,MFH,800079722,MOWER CO HRA,403 W. Main,"BROWNSDALE, MN",55918
2025-03-21 00:00:00,INSP-32776,32776,MFH,800013074,MSAA JACKSONVILLE,1711 Hargett St,"JACKSONVILLE, NC",28540
2025-03-06 00:00:00,INSP-32925,32925,MFH,800008710,MSGR. NEAGLE,350 CHARLES STREET,"MALDEN, MA",02148
2025-05-12 00:00:00,INSP-32874,32874,MFH,800021966,MT  VERNON HOUSE,8199 TIS WELL DR,"ALEXANDRIA, VA",22306
2025-03-20 00:00:00,INSP-32048,32048,MFH,800007774,MT MORGAN APTS,564 BRUSH ARBOR RD,"WILLIAMSBURG, KY",40769
2025-04-21 00:00:00,INSP-32386,32386,MFH,800014273,MT. CALVARY II,100 CHADWICK AVE,"NEWARK, NJ",07103
